"","nuB","nuF","TB","TF","nuF_scaled_dip_fixtheta","TF_scaled_gen_fixtheta","LL_model","LL_data","LL_diff"
"2431",1.45113705136,0.00201067752242659,0.134135642660736,0.000100160241072963,33.1334555713495,3.30103147878388,-134795.166732619,-147.838757443416,-134607.816076516
"2432",1.45113705136,0.002222220605986,0.134135642660736,0.000100160241072963,36.6194215118664,3.30103147878388,-115615.123339629,-147.838757443416,-115427.772683526
"2433",1.45113705136,0.00245602010595366,0.134135642660736,0.000100160241072963,40.4721454113375,3.30103147878388,-98645.8234439567,-147.838757443416,-98458.4727878537
"2434",1.45113705136,0.00271441761659491,0.134135642660736,0.000100160241072963,44.7302138201625,3.30103147878388,-83755.8177158402,-147.838757443416,-83568.4670597372
"2435",1.45113705136,0.00300000109096005,0.134135642660736,0.000100160241072963,49.4362729739791,3.30103147878388,-70758.6852921876,-147.838757443416,-70571.3346360845
"2436",1.45113705136,0.00331563076025549,0.134135642660736,0.000100160241072963,54.6374559125436,3.30103147878388,-59431.9174501544,-147.838757443416,-59244.5667940513
"2437",1.45113705136,0.00366446778018815,0.134135642660736,0.000100160241072963,60.385854535726,3.30103147878388,-49540.5419284492,-147.838757443416,-49353.1912723461
"2438",1.45113705136,0.00405000589118746,0.134135642660736,0.000100160241072963,66.7390413244464,3.30103147878388,-41123.372419901,-147.838757443416,-40936.0217637979
"2439",1.45113705136,0.00447610640959462,0.134135642660736,0.000100160241072963,73.7606459517931,3.30103147878388,-33975.174116592,-147.838757443416,-33787.823460489
"2440",1.45113705136,0.00494703690026969,0.134135642660736,0.000100160241072963,81.5209925593114,3.30103147878388,-27723.1370791924,-147.838757443416,-27535.7864230893
"2441",1.45113705136,0.00546751391793797,0.134135642660736,0.000100160241072963,90.0978040810357,3.30103147878388,-22667.2925541296,-147.838757443416,-22479.9418980266
"2442",1.45113705136,0.00604275024534702,0.134135642660736,0.000100160241072963,99.576980669349,3.30103147878388,-18245.71290028,-147.838757443416,-18058.3622441769
"2443",1.45113705136,0.00667850710134319,0.134135642660736,0.000100160241072963,110.053460018911,3.30103147878388,-14649.47489643,-147.838757443416,-14462.1242403269
"2444",1.45113705136,0.00738115184175216,0.134135642660736,0.000100160241072963,121.632168205138,3.30103147878388,-11670.8768926946,-147.838757443416,-11483.5262365915
"2445",1.45113705136,0.00815772173096048,0.134135642660736,0.000100160241072963,134.42907056026,3.30103147878388,-9103.31448437809,-147.838757443416,-8915.96382827504
"2446",1.45113705136,0.00901599442289585,0.134135642660736,0.000100160241072963,148.572333111891,3.30103147878388,-7127.53397458361,-147.838757443416,-6940.18331848056
"2447",1.45113705136,0.00996456585730073,0.134135642660736,0.000100160241072963,164.203606216379,3.30103147878388,-5519.20996500098,-147.838757443416,-5331.85930889793
"2448",1.45113705136,0.0110129363514615,0.134135642660736,0.000100160241072963,181.479443243028,3.30103147878388,-4180.06771092879,-147.838757443416,-3992.71705482574
"2449",1.45113705136,0.0121716057496353,0.134135642660736,0.000100160241072963,200.572868517879,3.30103147878388,-3082.40268834797,-147.838757443416,-2895.05203224492
"2450",1.45113705136,0.0134521785831347,0.134135642660736,0.000100160241072963,221.675110230624,3.30103147878388,-2279.9823452782,-147.838757443416,-2092.63168917515
"2451",1.45113705136,0.0148674802942882,0.134135642660736,0.000100160241072963,244.997515660395,3.30103147878388,-1668.39045850292,-147.838757443416,-1481.03980239987
"2452",1.45113705136,0.0164316856883072,0.134135642660736,0.000100160241072963,270.773667902176,3.30103147878388,-1190.13230042439,-147.838757443416,-1002.78164432134
"2453",1.45113705136,0.0181604608995546,0.134135642660736,0.000100160241072963,299.261725293691,3.30103147878388,-826.296048294229,-147.838757443416,-638.945392191177
"2454",1.45113705136,0.0200711202940634,0.134135642660736,0.000100160241072963,330.74700697304,3.30103147878388,-559.912529406953,-147.838757443416,-372.561873303901
"2455",1.45113705136,0.0221827998797455,0.134135642660736,0.000100160241072963,365.544850462474,3.30103147878388,-375.845714451862,-147.838757443416,-188.49505834881
"2456",1.45113705136,0.0245166489610638,0.134135642660736,0.000100160241072963,404.003769898134,3.30103147878388,-260.685873463342,-147.838757443416,-73.3352173602907
"2457",1.45113705136,0.0270960419576633,0.134135642660736,0.000100160241072963,446.508946536671,3.30103147878388,-205.738110900624,-147.838757443416,-18.387454797572
"2458",1.45113705136,0.0299468125084086,0.134135642660736,0.000100160241072963,493.486086497552,3.30103147878388,-187.671340888774,-147.838757443416,-0.320684785721824
"2459",1.45113705136,0.0330975122054733,0.134135642660736,0.000100160241072963,545.405684377858,3.30103147878388,-197.022701223672,-147.838757443416,-9.67204512062017
"2460",1.45113705136,0.0365796965498038,0.134135642660736,0.000100160241072963,602.787735441363,3.30103147878388,-227.69518842554,-147.838757443416,-40.3445323224878
"2461",1.45113705136,0.0404282409919152,0.134135642660736,0.000100160241072963,666.206943576325,3.30103147878388,-274.567198075296,-147.838757443416,-87.2165419722442
"2462",1.45113705136,0.0446816902232923,0.134135642660736,0.000100160241072963,736.298477181745,3.30103147878388,-333.37163568777,-147.838757443416,-146.020979584719
"2463",1.45113705136,0.0493826442166878,0.134135642660736,0.000100160241072963,813.764330629565,3.30103147878388,-400.584650324599,-147.838757443416,-213.233994221548
"2464",1.45113705136,0.0545781848816613,0.134135642660736,0.000100160241072963,899.380355015358,3.30103147878388,-473.324273061706,-147.838757443416,-285.973616958654
"2465",1.45113705136,0.060320347608486,0.134135642660736,0.000100160241072963,994.004028613248,3.30103147878388,-549.258962918131,-147.838757443416,-361.908306815079
"2466",1.45113705136,0.0666666424231189,0.134135642660736,0.000100160241072963,1098.58304485925,3.30103147878388,-626.525836039858,-147.838757443416,-439.175179936807
"2467",1.45113705136,0.0736806299728077,0.134135642660736,0.000100160241072963,1214.16480387506,3.30103147878388,-703.658177275152,-147.838757443416,-516.307521172101
"2468",1.45113705136,0.0814325581110589,0.134135642660736,0.000100160241072963,1341.90690259364,3.30103147878388,-779.521702764265,-147.838757443416,-592.171046661213
"2469",1.45113705136,0.0900000654576146,0.134135642660736,0.000100160241072963,1483.08872854936,3.30103147878388,-853.258953101875,-147.838757443416,-665.908296998823
"2470",1.45113705136,0.0994689589798715,0.134135642660736,0.000100160241072963,1639.12427344912,3.30103147878388,-924.241142870393,-147.838757443416,-736.890486767341
"2471",1.45113705136,0.109934073383524,0.134135642660736,0.000100160241072963,1811.57629485733,3.30103147878388,-992.026768513722,-147.838757443416,-804.676112410671
"2472",1.45113705136,0.12150022091957,0.134135642660736,0.000100160241072963,2002.17196782967,3.30103147878388,-1056.32627649733,-147.838757443416,-868.975620394282
"2473",1.45113705136,0.134283241120371,0.134135642660736,0.000100160241072963,2212.82018325297,3.30103147878388,-1116.97211220628,-147.838757443416,-929.621456103225
"2474",1.45113705136,0.148411160978287,0.134135642660736,0.000100160241072963,2445.6306661408,3.30103147878388,-1173.89350242406,-147.838757443416,-986.542846321012
"2475",1.45113705136,0.164025477186531,0.134135642660736,0.000100160241072963,2702.93510536211,3.30103147878388,-1227.09536585311,-147.838757443416,-1039.74470975006
"2476",1.45113705136,0.181282573284401,0.134135642660736,0.000100160241072963,2987.31050642554,3.30103147878388,-1276.64079390472,-147.838757443416,-1089.29013780167
"2477",1.45113705136,0.20035528590014,0.134135642660736,0.000100160241072963,3301.6050012066,3.30103147878388,-1322.63659495045,-147.838757443416,-1135.2859388474
"2478",1.45113705136,0.221434635777982,0.134135642660736,0.000100160241072963,3648.96637311248,3.30103147878388,-1365.22144694685,-147.838757443416,-1177.87079084379
"2479",1.45113705136,0.244731740926299,0.134135642660736,0.000100160241072963,4032.87358337524,3.30103147878388,-1404.55625466688,-147.838757443416,-1217.20559856383
"2480",1.45113705136,0.270479931047772,0.134135642660736,0.000100160241072963,4457.17161422152,3.30103147878388,-1440.81635709997,-147.838757443416,-1253.46570099692
"2481",1.45113705136,0.298937084428454,0.134135642660736,0.000100160241072963,4926.10997788711,3.30103147878388,-1474.18527748785,-147.838757443416,-1286.8346213848
"2482",1.45113705136,0.330388210690579,0.134135642660736,0.000100160241072963,5444.38527715906,3.30103147878388,-1504.84975229576,-147.838757443416,-1317.49909619271
"2483",1.45113705136,0.365148305276415,0.134135642660736,0.000100160241072963,6017.18824370624,3.30103147878388,-1532.99581593211,-147.838757443416,-1345.64515982906
"2484",1.45113705136,0.403565504251934,0.134135642660736,0.000100160241072963,6650.25572530562,3.30103147878388,-1558.80575495347,-147.838757443416,-1371.45509885042
"2485",1.45113705136,0.446024571026914,0.134135642660736,0.000100160241072963,7349.92814263685,3.30103147878388,-1582.45577875437,-147.838757443416,-1395.10512265132
"2486",1.45113705136,0.492950749912341,0.134135642660736,0.000100160241072963,8123.2129910978,3.30103147878388,-1604.11428289686,-147.838757443416,-1416.76362679381
"2487",1.45113705136,0.544814025110013,0.134135642660736,0.000100160241072963,8977.85502363659,3.30103147878388,-1623.94060638029,-147.838757443416,-1436.58995027724
"2488",1.45113705136,0.602133827789805,0.134135642660736,0.000100160241072963,9922.4138175089,3.30103147878388,-1642.08420463832,-147.838757443416,-1454.73354853527
"2489",1.45113705136,0.665484238397848,0.134135642660736,0.000100160241072963,10966.3495018225,3.30103147878388,-1658.68417624326,-147.838757443416,-1471.33352014021
"2490",1.45113705136,0.735499736298759,0.134135642660736,0.000100160241072963,12120.1175044637,3.30103147878388,-1673.86909280164,-147.838757443416,-1486.51843669859
"2491",1.45113705136,0.81288155433689,0.134135642660736,0.000100160241072963,13395.2732673343,3.30103147878388,-1687.75708893186,-147.838757443416,-1500.40643282881
"2492",1.45113705136,0.898404701960017,0.134135642660736,0.000100160241072963,14804.5879786626,3.30103147878388,-1700.45617283421,-147.838757443416,-1513.10551673116
"2493",1.45113705136,0.992925727244834,0.134135642660736,0.000100160241072963,16362.1764814938,3.30103147878388,-1712.06471897569,-147.838757443416,-1524.71406287263
