time_kyr,RSL_95low_m,RSL_95high_m,RSL_Pmax_m,RSL_Pmax95high_m,RSL_Pmax95low_m
312,-57.661,-30.98,-41.828,-38.753,-44.902
312.125,-56.3,-30.424,-41.282,-38.212,-44.352
312.25,-54.925,-29.578,-40.823,-37.752,-43.893
312.375,-54.816,-30.27,-40.731,-37.661,-43.802
312.5,-54.853,-29.963,-41.011,-37.942,-44.079
312.625,-54.76,-29.534,-41.308,-38.237,-44.379
312.75,-53.432,-29.85,-41.312,-38.246,-44.378
312.875,-53.055,-30.019,-41.017,-37.953,-44.081
313,-52.614,-29.04,-40.573,-37.508,-43.639
313.125,-52.896,-29.329,-40.09,-37.026,-43.155
313.25,-52.6,-29.034,-39.627,-36.562,-42.692
313.375,-52.391,-28.477,-39.244,-36.174,-42.313
313.5,-52.964,-27.254,-38.999,-35.929,-42.069
313.625,-53.162,-27.309,-38.905,-35.835,-41.974
313.75,-53.676,-27.197,-38.914,-35.843,-41.985
313.875,-52.49,-26.467,-38.932,-35.863,-42.002
314,-51.767,-26.202,-38.844,-35.774,-41.915
314.125,-52.477,-25.625,-38.622,-35.549,-41.696
314.25,-51.921,-25.027,-38.343,-35.266,-41.421
314.375,-51.744,-24.656,-38.102,-35.024,-41.179
314.5,-52.248,-24.086,-38.035,-34.958,-41.112
314.625,-52.646,-25.384,-38.274,-35.199,-41.349
314.75,-51.487,-24.788,-38.666,-35.587,-41.744
314.875,-52.742,-24.43,-38.792,-35.713,-41.872
315,-51.429,-25.006,-38.47,-35.392,-41.548
315.125,-51.763,-23.559,-37.977,-34.896,-41.058
315.25,-53.506,-24.172,-37.67,-34.584,-40.755
315.375,-53.383,-24.245,-37.614,-34.531,-40.696
315.5,-53.316,-23.93,-37.654,-34.569,-40.739
315.625,-52.894,-23.5,-37.694,-34.61,-40.778
315.75,-54.713,-24.499,-37.782,-34.695,-40.868
315.875,-55.166,-24.16,-37.944,-34.852,-41.036
316,-55.944,-24.966,-38.159,-35.067,-41.251
316.125,-55.832,-24.06,-38.479,-35.386,-41.573
316.25,-55.222,-24.245,-38.867,-35.769,-41.965
316.375,-56.541,-23.431,-39.005,-35.899,-42.112
316.5,-58.278,-23.739,-38.638,-35.53,-41.745
316.625,-60.387,-24.696,-37.981,-34.868,-41.094
316.75,-59.312,-24.545,-37.532,-34.413,-40.652
316.875,-61.161,-24.642,-37.556,-34.433,-40.68
317,-64.581,-24.665,-37.978,-34.847,-41.109
317.125,-62.525,-25.283,-38.676,-35.557,-41.795
317.25,-61.904,-24.423,-39.534,-36.417,-42.652
317.375,-59.538,-24.774,-40.303,-37.186,-43.42
317.5,-61.915,-26.46,-40.75,-37.625,-43.874
317.625,-64.046,-26.133,-40.902,-37.771,-44.032
317.75,-64.635,-26.502,-40.959,-37.819,-44.098
317.875,-66.586,-27.757,-41.164,-38.013,-44.315
318,-68.453,-27.672,-41.711,-38.551,-44.87
318.125,-70.545,-28.13,-42.388,-39.218,-45.558
318.25,-69.233,-28.91,-42.749,-39.587,-45.91
318.375,-70.499,-28.891,-42.877,-39.709,-46.045
318.5,-71.458,-28.894,-43.231,-40.061,-46.4
318.625,-72.337,-29.192,-43.901,-40.714,-47.089
318.75,-74.532,-29.678,-44.679,-41.484,-47.875
318.875,-75.349,-29.953,-45.442,-42.253,-48.632
319,-75.133,-30.192,-46.113,-42.927,-49.3
319.125,-76.74,-30.209,-46.447,-43.257,-49.638
319.25,-76.218,-29.829,-46.027,-42.825,-49.228
319.375,-72.65,-29.871,-44.98,-41.789,-48.171
319.5,-75.424,-29.372,-44.381,-41.174,-47.589
319.625,-75.178,-30.228,-44.744,-41.532,-47.957
319.75,-73.721,-28.465,-44.881,-41.675,-48.087
319.875,-75.112,-26.88,-43.492,-40.267,-46.718
320,-73.405,-24.754,-41.009,-37.774,-44.244
320.125,-74.245,-25.835,-38.751,-35.517,-41.986
320.25,-71.222,-25.824,-37.202,-33.982,-40.423
320.375,-73.079,-26.116,-36.158,-32.937,-39.379
320.5,-72.508,-24.898,-35.525,-32.305,-38.744
320.625,-73.344,-24.715,-35.201,-31.995,-38.407
320.75,-72.124,-25.198,-34.955,-31.761,-38.15
320.875,-69.136,-25.337,-34.679,-31.49,-37.869
321,-68.314,-24.68,-34.405,-31.235,-37.576
321.125,-64.779,-23.458,-34.109,-30.959,-37.26
321.25,-62.407,-23.227,-33.727,-30.585,-36.868
321.375,-58.642,-23.041,-33.323,-30.202,-36.443
321.5,-56.79,-22.673,-33.056,-29.945,-36.166
321.625,-56.013,-21.931,-32.997,-29.893,-36.101
321.75,-54.042,-21.332,-33.077,-29.977,-36.177
321.875,-52.564,-21.222,-33.14,-30.043,-36.237
322,-50.828,-21.261,-33.031,-29.94,-36.123
322.125,-48.769,-20.994,-32.712,-29.629,-35.794
322.25,-48.731,-20.713,-32.321,-29.239,-35.402
322.375,-48.837,-20.217,-32.055,-28.967,-35.143
322.5,-48.461,-18.752,-31.99,-28.905,-35.074
322.625,-48.61,-19.573,-32.04,-28.952,-35.129
322.75,-48.714,-20.286,-32.018,-28.934,-35.101
322.875,-47.327,-19.448,-31.745,-28.661,-34.829
323,-48.595,-17.6,-31.208,-28.111,-34.304
323.125,-47.548,-17.814,-30.575,-27.487,-33.663
323.25,-44.416,-16.515,-30.015,-26.928,-33.102
323.375,-43.641,-16.193,-29.474,-26.389,-32.56
323.5,-46.029,-13.399,-28.797,-25.694,-31.9
323.625,-45.765,-13.824,-28.092,-24.993,-31.19
323.75,-45.959,-13.922,-27.699,-24.6,-30.797
323.875,-46.186,-13.862,-27.75,-24.647,-30.853
324,-47.04,-12.354,-28.008,-24.901,-31.114
324.125,-46.294,-12.248,-28.029,-24.912,-31.146
324.25,-48.091,-11.741,-27.437,-24.315,-30.56
324.375,-47.542,-10.186,-26.307,-23.193,-29.422
324.5,-45.65,-10.684,-25.136,-22.024,-28.249
324.625,-44.395,-8.674,-24.282,-21.168,-27.397
324.75,-42.501,-8.34,-23.745,-20.635,-26.856
324.875,-41.21,-7.121,-23.414,-20.306,-26.522
325,-42.269,-6.146,-23.22,-20.111,-26.329
325.125,-41.234,-5.32,-23.09,-19.981,-26.199
325.25,-38.263,-6.182,-22.849,-19.746,-25.951
325.375,-39.571,-6.804,-22.317,-19.207,-25.426
325.5,-37.66,-4.93,-21.495,-18.391,-24.598
325.625,-36.385,-1.973,-20.506,-17.394,-23.618
325.75,-36.337,-3.089,-19.449,-16.342,-22.556
325.875,-33.434,-3.493,-18.319,-15.218,-21.42
326,-33.809,-4.066,-17.042,-13.946,-20.139
326.125,-32.176,-3.523,-15.732,-12.635,-18.828
326.25,-32.129,-2.141,-14.748,-11.649,-17.847
326.375,-31.772,-2.04,-14.371,-11.276,-17.467
326.5,-30.72,-2.24,-14.443,-11.35,-17.537
326.625,-29.864,-2.061,-14.388,-11.294,-17.483
326.75,-29.986,-1.581,-13.859,-10.765,-16.954
326.875,-29.554,-0.611,-13.17,-10.08,-16.259
327,-27.886,-0.112,-12.726,-9.641,-15.812
327.125,-28.46,-1.031,-12.599,-9.518,-15.68
327.25,-26.809,-1.398,-12.681,-9.604,-15.758
327.375,-26.884,-8.80E-01,-12.771,-9.698,-15.845
327.5,-24.945,0.047,-12.616,-9.549,-15.684
327.625,-23.828,0.844,-12.106,-9.039,-15.173
327.75,-24.035,1.997,-11.376,-8.301,-14.451
327.875,-25.251,1.196,-10.721,-7.643,-13.798
328,-25.689,0.73,-10.418,-7.341,-13.494
328.125,-24.171,0.106,-10.537,-7.468,-13.607
328.25,-25.097,1.669,-10.877,-7.808,-13.945
328.375,-25.26,-0.351,-11.189,-8.12,-14.259
328.5,-23.71,1.327,-11.421,-8.349,-14.492
328.625,-23.689,0.481,-11.621,-8.552,-14.691
328.75,-24.934,-0.556,-11.757,-8.689,-14.825
328.875,-24.961,0.667,-11.79,-8.717,-14.863
329,-23.751,0.84,-11.875,-8.805,-14.945
329.125,-24.286,0.713,-12.181,-9.107,-15.254
329.25,-23.288,1.119,-12.601,-9.53,-15.672
329.375,-27.167,-0.702,-12.907,-9.835,-15.979
329.5,-24.889,1.432,-12.967,-9.891,-16.042
329.625,-25.536,0.078,-12.804,-9.733,-15.876
329.75,-26.982,1.009,-12.61,-9.529,-15.691
329.875,-25.788,0.054,-12.595,-9.517,-15.673
330,-26.023,1.096,-12.784,-9.704,-15.863
330.125,-26.332,1.433,-12.929,-9.845,-16.014
330.25,-26.139,0.603,-12.749,-9.667,-15.832
330.375,-26.014,1.907,-12.406,-9.318,-15.495
330.5,-25.758,1.425,-12.363,-9.282,-15.444
330.625,-27.669,0.04,-12.686,-9.601,-15.772
330.75,-25.624,-0.834,-13.037,-9.96,-16.114
330.875,-26.723,1.183,-13.141,-10.056,-16.226
331,-25.518,0.555,-13.048,-9.965,-16.13
331.125,-26.801,0.119,-13.065,-9.984,-16.147
331.25,-26.721,0.262,-13.427,-10.344,-16.51
331.375,-27.003,0.319,-14.064,-10.977,-17.15
331.5,-28.024,-1.3,-14.703,-11.62,-17.786
331.625,-29.268,0.228,-15.139,-12.044,-18.234
331.75,-29.205,0.806,-15.393,-12.294,-18.492
331.875,-30.013,1.725,-15.59,-12.485,-18.696
332,-30.157,2.002,-15.811,-12.707,-18.914
332.125,-34.992,2.398,-16.144,-13.026,-19.262
332.25,-37.811,6.998,-16.719,-13.568,-19.87
332.375,-41.603,6.791,-17.531,-14.355,-20.707
332.5,-40.601,5.642,-18.419,-15.249,-21.589
332.625,-47.843,7.939,-19.271,-16.037,-22.506
332.75,-53.991,8.222,-19.968,-16.691,-23.244
332.875,-56.924,7.384,-20.171,-16.861,-23.482
333,-64.688,9.623,-19.624,-16.197,-23.051
333.125,-69.892,8.754,-18.581,-15.063,-22.098
333.25,-78.376,8.884,-17.845,-14.196,-21.493
333.375,-79.529,8.055,-18.9,-15.174,-22.626
333.5,-82.402,7.277,-23.837,-20.118,-27.556
333.625,-83.627,5.919,-33.709,-29.939,-37.478
333.75,-82.862,4.305,-46.351,-42.59,-50.112
333.875,-84.504,3.225,-57.764,-54.009,-61.519
334,-86.246,1.642,-65.852,-62.053,-69.651
334.125,-86.726,4.123,-70.526,-66.699,-74.354
334.25,-86.826,-0.251,-72.425,-68.673,-76.177
334.375,-89.914,-4.555,-73.34,-69.653,-77.027
334.5,-90.561,-4.813,-75.194,-71.544,-78.845
334.625,-92.506,-15.375,-78.18,-74.609,-81.75
334.75,-92.845,-12.041,-81.104,-77.588,-84.62
334.875,-94.581,-16.282,-82.973,-79.556,-86.39
335,-95.846,-26.404,-83.777,-80.451,-87.104
335.125,-95.369,-37.46,-84.135,-80.882,-87.388
335.25,-96.708,-41.956,-84.486,-81.278,-87.695
335.375,-96.879,-53.838,-84.877,-81.731,-88.023
335.5,-97.582,-62.077,-85.218,-82.102,-88.333
335.625,-97.443,-67.552,-85.395,-82.301,-88.488
335.75,-97.175,-71.495,-85.431,-82.357,-88.506
335.875,-98.475,-73.315,-85.645,-82.574,-88.716
336,-99.075,-75.292,-86.309,-83.241,-89.378
336.125,-99.724,-75.446,-87.174,-84.107,-90.241
336.25,-100.102,-76.049,-87.7,-84.631,-90.769
336.375,-101.115,-76.61,-87.801,-84.73,-90.873
336.5,-101.819,-76.6,-87.975,-84.902,-91.048
336.625,-101.691,-76.7,-88.602,-85.533,-91.671
336.75,-101.77,-78.252,-89.51,-86.441,-92.579
336.875,-104.046,-78.494,-90.33,-87.259,-93.401
337,-104.272,-78.027,-90.919,-87.845,-93.992
337.125,-106.086,-77.961,-91.364,-88.284,-94.444
337.25,-107.268,-78.242,-91.835,-88.752,-94.917
337.375,-107.183,-78.636,-92.414,-89.33,-95.498
337.5,-106.768,-78.847,-93.001,-89.917,-96.085
337.625,-108.735,-80.219,-93.471,-90.387,-96.554
337.75,-109.529,-81.35,-93.902,-90.817,-96.987
337.875,-110.259,-82.285,-94.474,-91.387,-97.562
338,-111.023,-82.655,-95.241,-92.155,-98.326
338.125,-112.49,-83.25,-96.132,-93.041,-99.223
338.25,-113.205,-83.618,-97.002,-93.908,-100.095
338.375,-115.003,-83.764,-97.758,-94.659,-100.856
338.5,-115.866,-85.999,-98.536,-95.432,-101.64
338.625,-116.958,-86.326,-99.574,-96.47,-102.679
338.75,-117.379,-87.672,-100.998,-97.898,-104.098
338.875,-117.655,-86.937,-102.794,-99.692,-105.895
339,-118.516,-87.018,-104.668,-101.571,-107.765
339.125,-117.705,-88.551,-106.05,-102.96,-109.14
339.25,-118.138,-89.471,-106.572,-103.48,-109.664
339.375,-118.46,-90.599,-106.364,-103.276,-109.452
339.5,-118.572,-91.51,-105.885,-102.804,-108.966
339.625,-119.332,-91.755,-105.594,-102.514,-108.673
339.75,-119.173,-93.185,-105.673,-102.593,-108.753
339.875,-120.138,-94.369,-105.954,-102.875,-109.033
340,-119.953,-94.974,-106.165,-103.09,-109.239
340.125,-120.607,-93.821,-106.286,-103.209,-109.363
340.25,-119.382,-93.205,-106.489,-103.417,-109.561
340.375,-120.031,-93.183,-106.872,-103.798,-109.947
340.5,-119.908,-94.591,-107.359,-104.288,-110.43
340.625,-119.166,-95.21,-107.755,-104.685,-110.824
340.75,-120.103,-95.637,-107.974,-104.904,-111.043
340.875,-118.674,-96.791,-108.016,-104.954,-111.077
341,-119.485,-97.023,-107.795,-104.731,-110.859
341.125,-119.99,-96.958,-107.352,-104.286,-110.418
341.25,-119.537,-95.757,-106.951,-103.885,-110.018
341.375,-119.617,-95.607,-106.723,-103.654,-109.791
341.5,-119.814,-94.834,-106.577,-103.506,-109.648
341.625,-119.263,-95.891,-106.472,-103.405,-109.54
341.75,-118.112,-95.798,-106.442,-103.379,-109.505
341.875,-118.384,-94.57,-106.446,-103.382,-109.511
342,-119.023,-94.095,-106.389,-103.32,-109.458
342.125,-118.644,-92.393,-106.279,-103.204,-109.353
342.25,-118.415,-93.628,-106.227,-103.156,-109.299
342.375,-117.644,-93.528,-106.26,-103.186,-109.333
342.5,-117.542,-90.097,-106.305,-103.227,-109.383
342.625,-116.389,-88.085,-106.319,-103.238,-109.4
342.75,-117.665,-91.521,-106.289,-103.208,-109.369
342.875,-117.136,-90.894,-106.176,-103.096,-109.256
343,-116.583,-90.802,-105.94,-102.862,-109.018
343.125,-118.609,-90.998,-105.624,-102.545,-108.704
343.25,-118.614,-90.878,-105.371,-102.293,-108.448
343.375,-116.515,-87.916,-105.279,-102.198,-108.359
343.5,-115.896,-84.216,-105.243,-102.148,-108.338
343.625,-116.551,-83.382,-105.059,-101.96,-108.159
343.75,-116.665,-81.866,-104.693,-101.585,-107.801
343.875,-116.695,-81.232,-104.238,-101.123,-107.354
344,-117.31,-80.623,-103.729,-100.604,-106.854
344.125,-116.994,-80.181,-103.19,-100.06,-106.319
344.25,-116.438,-78.159,-102.67,-99.536,-105.804
344.375,-115.464,-79.698,-102.115,-98.989,-105.241
344.5,-114.251,-80.423,-101.358,-98.236,-104.48
344.625,-113.687,-79.821,-100.34,-97.221,-103.46
344.75,-112.474,-80.975,-99.214,-96.099,-102.328
344.875,-111.325,-80.265,-98.108,-94.999,-101.217
345,-110.137,-80.406,-96.952,-93.85,-100.054
345.125,-110.164,-80.766,-95.507,-92.411,-98.603
345.25,-109.329,-77.877,-93.695,-90.592,-96.799
345.375,-109.808,-77.812,-91.945,-88.838,-95.052
345.5,-111.362,-77.559,-90.795,-87.683,-93.906
345.625,-108.526,-78.209,-90.217,-87.108,-93.326
345.75,-108.616,-76.916,-89.767,-86.664,-92.87
345.875,-109.497,-75.426,-89.145,-86.038,-92.252
346,-109.52,-76.167,-88.382,-85.272,-91.491
346.125,-107.243,-75.224,-87.706,-84.601,-90.811
346.25,-106.099,-74.041,-87.34,-84.238,-90.442
346.375,-104.858,-73.577,-87.276,-84.176,-90.375
346.5,-104.034,-73.575,-87.28,-84.179,-90.38
346.625,-103.777,-73.287,-87.195,-84.093,-90.297
346.75,-103.343,-73.617,-87.033,-83.938,-90.129
346.875,-102.208,-71.371,-86.778,-83.683,-89.872
347,-101.564,-70.368,-86.422,-83.324,-89.519
347.125,-101.87,-70.055,-86.099,-82.998,-89.2
347.25,-102.014,-69.832,-85.929,-82.827,-89.031
347.375,-101.645,-69.731,-85.864,-82.766,-88.962
347.5,-100.131,-69.745,-85.713,-82.62,-88.806
347.625,-99.471,-68.202,-85.27,-82.177,-88.363
347.75,-100.394,-67.895,-84.599,-81.498,-87.7
347.875,-99.64,-67.024,-84.084,-80.981,-87.187
348,-101.004,-66.973,-83.956,-80.856,-87.055
348.125,-98.782,-67.734,-84.031,-80.937,-87.126
348.25,-97.459,-67.257,-84.085,-80.992,-87.179
348.375,-98.06,-66.087,-84.151,-81.063,-87.238
348.5,-95.845,-68.012,-84.288,-81.202,-87.374
348.625,-95.653,-67.398,-84.336,-81.252,-87.421
348.75,-95.15,-67.659,-84.12,-81.042,-87.199
348.875,-94.34,-66.648,-83.733,-80.653,-86.812
349,-94.187,-68.001,-83.441,-80.366,-86.516
349.125,-94.594,-66.556,-83.409,-80.332,-86.486
349.25,-95.124,-67.611,-83.537,-80.457,-86.617
349.375,-95.758,-67.248,-83.596,-80.518,-86.674
349.5,-94.247,-69.963,-83.531,-80.464,-86.598
349.625,-94.544,-70.241,-83.409,-80.345,-86.472
349.75,-94.132,-72.222,-83.232,-80.175,-86.289
349.875,-93.787,-71.797,-83.046,-79.988,-86.103
350,-93.156,-72.019,-82.976,-79.921,-86.032
350.125,-94.562,-70.901,-83.113,-80.05,-86.177
350.25,-94.139,-71.565,-83.451,-80.386,-86.515
350.375,-94.882,-71.605,-83.852,-80.787,-86.918
350.5,-95.489,-72.73,-84.146,-81.085,-87.208
350.625,-94.509,-72.999,-84.283,-81.223,-87.343
350.75,-94.704,-72.478,-84.324,-81.264,-87.385
350.875,-94.386,-72.42,-84.333,-81.272,-87.394
351,-95.287,-71.678,-84.34,-81.276,-87.405
351.125,-96.33,-71.871,-84.369,-81.303,-87.435
351.25,-96.288,-72.579,-84.45,-81.382,-87.517
351.375,-95.621,-73.119,-84.591,-81.524,-87.657
351.5,-96.222,-72.884,-84.755,-81.688,-87.821
351.625,-96.844,-73.148,-84.921,-81.853,-87.989
351.75,-96.887,-72.651,-85.119,-82.051,-88.187
351.875,-98.01,-73.309,-85.368,-82.3,-88.436
352,-97.346,-73.013,-85.663,-82.593,-88.733
352.125,-97.962,-73.34,-85.962,-82.895,-89.028
352.25,-100.287,-74.316,-86.19,-83.12,-89.261
352.375,-100.375,-73.98,-86.341,-83.269,-89.414
352.5,-102.275,-74.913,-86.52,-83.445,-89.595
352.625,-102.775,-73.958,-86.856,-83.779,-89.933
352.75,-101.767,-74.922,-87.367,-84.291,-90.443
352.875,-102.756,-75.638,-87.917,-84.84,-90.993
353,-104.368,-75.928,-88.312,-85.227,-91.396
353.125,-105.071,-76.199,-88.408,-85.324,-91.493
353.25,-106.738,-74.568,-88.216,-85.122,-91.309
353.375,-108.999,-75.189,-87.957,-84.853,-91.061
353.5,-107.34,-74.731,-87.885,-84.784,-90.986
353.625,-105.569,-76.527,-88.017,-84.926,-91.108
353.75,-106.384,-76.627,-88.184,-85.092,-91.277
353.875,-106.877,-76.048,-88.259,-85.164,-91.354
354,-107.223,-77,-88.234,-85.142,-91.327
354.125,-108.159,-77.486,-88.212,-85.113,-91.311
354.25,-108.095,-77.3,-88.409,-85.313,-91.505
354.375,-108.103,-77.272,-88.994,-85.896,-92.092
354.5,-108.123,-77.819,-89.825,-86.732,-92.917
354.625,-109.293,-78.417,-90.521,-87.425,-93.617
354.75,-109.222,-77.968,-90.867,-87.77,-93.964
354.875,-107.002,-77.581,-90.962,-87.867,-94.056
355,-106.832,-78.82,-90.958,-87.87,-94.046
355.125,-107.337,-79.005,-90.861,-87.777,-93.946
355.25,-107.454,-79.683,-90.686,-87.602,-93.771
355.375,-109.375,-79.574,-90.591,-87.504,-93.679
355.5,-109.853,-80.352,-90.753,-87.662,-93.844
355.625,-107.009,-80.512,-91.192,-88.11,-94.275
355.75,-106.322,-80.429,-91.728,-88.648,-94.808
355.875,-107.46,-80.11,-92.194,-89.111,-95.277
356,-108.303,-80.145,-92.577,-89.496,-95.658
356.125,-107.185,-81.532,-92.815,-89.738,-95.892
356.25,-106.795,-81.185,-92.833,-89.758,-95.907
356.375,-106.879,-81.954,-92.716,-89.642,-95.791
356.5,-106.683,-81.537,-92.528,-89.457,-95.598
356.625,-106.696,-80.925,-92.239,-89.167,-95.311
356.75,-105.893,-81.606,-91.96,-88.891,-95.03
356.875,-106.443,-81.059,-91.884,-88.818,-94.95
357,-106.353,-81.049,-92.009,-88.942,-95.075
357.125,-107.037,-80.84,-92.139,-89.068,-95.21
357.25,-106.518,-80.328,-92.09,-89.018,-95.162
357.375,-106.013,-79.504,-91.772,-88.699,-94.845
357.5,-105.17,-79.674,-91.209,-88.139,-94.278
357.625,-103.704,-78.917,-90.558,-87.488,-93.628
357.75,-103.321,-79.601,-89.999,-86.93,-93.067
357.875,-102.316,-78.62,-89.591,-86.526,-92.656
358,-102.211,-78.454,-89.337,-86.27,-92.404
358.125,-102.406,-77.903,-89.265,-86.195,-92.336
358.25,-102.272,-77.072,-89.342,-86.269,-92.416
358.375,-101.102,-74.68,-89.454,-86.38,-92.529
358.5,-100.721,-75.893,-89.53,-86.458,-92.602
358.625,-100.78,-76.063,-89.619,-86.549,-92.689
358.75,-100.298,-74.907,-89.731,-86.66,-92.802
358.875,-100.974,-75.618,-89.639,-86.564,-92.713
359,-100.703,-75.786,-89.082,-86.005,-92.16
359.125,-101.481,-75.269,-88.128,-85.051,-91.206
359.25,-101.705,-74.872,-87.133,-84.056,-90.21
359.375,-101.448,-74.738,-86.46,-83.383,-89.538
359.5,-101.246,-74.792,-86.278,-83.199,-89.357
359.625,-100.856,-73.406,-86.439,-83.359,-89.519
359.75,-100.681,-71.964,-86.587,-83.503,-89.671
359.875,-99.861,-71.037,-86.4,-83.311,-89.488
360,-99.535,-71.493,-85.791,-82.704,-88.878
360.125,-100.705,-70.883,-85.06,-81.969,-88.152
360.25,-99.082,-69.913,-84.565,-81.474,-87.657
360.375,-98.873,-69.788,-84.232,-81.143,-87.322
360.5,-99.528,-69.228,-83.71,-80.62,-86.8
360.625,-98.922,-69.673,-82.766,-79.677,-85.856
360.75,-98.2,-67.949,-81.464,-78.372,-84.556
360.875,-97.473,-67.068,-80.215,-77.124,-83.306
361,-96.805,-67.913,-79.462,-76.375,-82.548
361.125,-96.314,-66.241,-79.21,-76.124,-82.296
361.25,-95.668,-66.483,-79.194,-76.105,-82.282
361.375,-95.672,-65.568,-79.28,-76.188,-82.372
361.5,-95.956,-65.434,-79.375,-76.284,-82.467
361.625,-96.451,-65.949,-79.251,-76.168,-82.335
361.75,-93.388,-65.395,-78.779,-75.7,-81.857
361.875,-90.676,-64.592,-78.208,-75.13,-81.286
362,-91.219,-64.341,-77.93,-74.851,-81.009
362.125,-90.587,-63.477,-77.92,-74.846,-80.994
362.25,-90.303,-62.8,-77.779,-74.706,-80.853
362.375,-90.197,-62.733,-77.315,-74.238,-80.392
362.5,-89.024,-62.386,-76.675,-73.598,-79.751
362.625,-88.699,-63.039,-76.01,-72.938,-79.082
362.75,-89.323,-62.453,-75.355,-72.28,-78.431
362.875,-88.093,-62.486,-74.77,-71.697,-77.844
363,-88.515,-63.213,-74.344,-71.274,-77.414
363.125,-85.545,-62.867,-74.063,-70.995,-77.131
363.25,-85.64,-61.337,-73.783,-70.715,-76.852
363.375,-85.615,-62.282,-73.436,-70.366,-76.505
363.5,-85.608,-60.236,-73.163,-70.094,-76.232
363.625,-85.047,-59.692,-73.127,-70.059,-76.194
363.75,-84.276,-60.201,-73.27,-70.205,-76.335
363.875,-83.853,-60.161,-73.337,-70.273,-76.402
364,-83.363,-59.928,-73.147,-70.078,-76.215
364.125,-83.745,-60.191,-72.8,-69.733,-75.867
364.25,-83.794,-58.661,-72.517,-69.446,-75.588
364.375,-83.444,-59.425,-72.375,-69.305,-75.445
364.5,-83.217,-58.653,-72.299,-69.229,-75.37
364.625,-84.33,-58.956,-72.182,-69.113,-75.251
364.75,-81.927,-59.211,-71.96,-68.896,-75.023
364.875,-82.139,-57.912,-71.656,-68.585,-74.727
365,-82.545,-57.736,-71.333,-68.264,-74.403
365.125,-80.938,-57.258,-71.01,-67.939,-74.081
365.25,-81.785,-57.466,-70.699,-67.631,-73.767
365.375,-81.601,-56.438,-70.444,-67.373,-73.515
365.5,-81.07,-56.576,-70.232,-67.161,-73.303
365.625,-80.091,-56.106,-70.012,-66.942,-73.081
365.75,-80.414,-54.244,-69.815,-66.745,-72.886
365.875,-81.378,-56.194,-69.733,-66.666,-72.8
366,-80.08,-56.751,-69.745,-66.681,-72.81
366.125,-79.354,-57.464,-69.726,-66.668,-72.784
366.25,-80.032,-56.658,-69.552,-66.489,-72.615
366.375,-80.643,-55.85,-69.173,-66.106,-72.24
366.5,-81.305,-55.149,-68.657,-65.584,-71.729
366.625,-80.155,-53.092,-68.126,-65.049,-71.203
366.75,-79.811,-53.035,-67.666,-64.589,-70.743
366.875,-79.673,-52.932,-67.338,-64.26,-70.415
367,-80.123,-53.714,-67.137,-64.06,-70.213
367.125,-79.208,-51.986,-66.923,-63.845,-70.001
367.25,-78.953,-50.351,-66.598,-63.515,-69.68
367.375,-78.182,-50.994,-66.316,-63.237,-69.395
367.5,-78.172,-48.923,-66.256,-63.174,-69.338
367.625,-79.488,-50.228,-66.31,-63.227,-69.393
367.75,-79.499,-47.477,-66.246,-63.156,-69.335
367.875,-79.404,-51.291,-66.048,-62.964,-69.132
368,-79.174,-50.981,-65.908,-62.827,-68.989
368.125,-77.778,-49.801,-65.86,-62.775,-68.946
368.25,-78.948,-48.825,-65.731,-62.637,-68.825
368.375,-78.856,-45.877,-65.484,-62.384,-68.585
368.5,-78.445,-48.187,-65.343,-62.25,-68.435
368.625,-78.302,-49.59,-65.439,-62.35,-68.528
368.75,-77.785,-48.051,-65.549,-62.45,-68.648
368.875,-77.949,-45.128,-65.332,-62.22,-68.443
369,-77.74,-47.657,-64.712,-61.606,-67.818
