time_kyr,RSL_95low_m,RSL_95high_m,RSL_Pmax_m,RSL_Pmax95high_m,RSL_Pmax95low_m
251.5,-97.765,-74.973,-86.887,-83.819,-89.954
251.625,-98.822,-74.927,-86.271,-83.206,-89.337
251.75,-98.194,-74.841,-85.537,-82.474,-88.601
251.875,-97.258,-74.614,-84.993,-81.932,-88.055
252,-97.886,-75.017,-84.688,-81.626,-87.75
252.125,-98.494,-74.129,-84.421,-81.356,-87.485
252.25,-98.075,-73.918,-84.079,-81.013,-87.146
252.375,-96.317,-73.934,-83.734,-80.671,-86.797
252.5,-96.073,-73.824,-83.493,-80.429,-86.557
252.625,-96.296,-74.976,-83.385,-80.325,-86.445
252.75,-96.047,-74.891,-83.384,-80.327,-86.442
252.875,-95.653,-74.323,-83.487,-80.429,-86.544
253,-94.841,-74.422,-83.708,-80.651,-86.765
253.125,-95.499,-74.282,-84.019,-80.961,-87.076
253.25,-96.277,-73.458,-84.375,-81.317,-87.434
253.375,-95.986,-73.063,-84.799,-81.739,-87.859
253.5,-95.479,-73.192,-85.282,-82.222,-88.342
253.625,-95.191,-73.252,-85.664,-82.605,-88.723
253.75,-95.549,-73.526,-85.774,-82.713,-88.834
253.875,-96.562,-72.374,-85.649,-82.586,-88.712
254,-96.213,-71.746,-85.483,-82.42,-88.547
254.125,-96.103,-71.788,-85.417,-82.353,-88.481
254.25,-95.918,-70.785,-85.484,-82.415,-88.554
254.375,-95.777,-70.527,-85.657,-82.586,-88.728
254.5,-96.337,-70.817,-85.817,-82.746,-88.888
254.625,-96.556,-71.489,-85.816,-82.746,-88.885
254.75,-96.722,-71.207,-85.648,-82.577,-88.719
254.875,-97.685,-71.234,-85.435,-82.365,-88.504
255,-97.559,-71.853,-85.231,-82.162,-88.3
255.125,-96.721,-72.55,-85.012,-81.943,-88.08
255.25,-96.235,-71.175,-84.815,-81.745,-87.886
255.375,-96.424,-70.826,-84.732,-81.657,-87.807
255.5,-96.456,-70.402,-84.74,-81.664,-87.816
255.625,-96.255,-69.089,-84.707,-81.627,-87.787
255.75,-96.005,-69.216,-84.528,-81.447,-87.609
255.875,-95.243,-68.824,-84.247,-81.166,-87.329
256,-96.135,-69.01,-84.048,-80.968,-87.129
256.125,-96.601,-67.876,-83.958,-80.875,-87.041
256.25,-95.712,-67.532,-83.801,-80.718,-86.884
256.375,-96.727,-68.029,-83.619,-80.533,-86.705
256.5,-96.278,-66.991,-83.639,-80.551,-86.728
256.625,-96.742,-67.766,-83.814,-80.725,-86.903
256.75,-96.073,-68.259,-83.811,-80.721,-86.901
256.875,-95.715,-67.392,-83.402,-80.312,-86.492
257,-96.35,-66.068,-82.689,-79.596,-85.781
257.125,-95.914,-66.188,-81.992,-78.901,-85.084
257.25,-96.232,-65.841,-81.527,-78.439,-84.615
257.375,-94.911,-66.659,-81.24,-78.154,-84.326
257.5,-95.479,-66.841,-80.968,-77.879,-84.057
257.625,-94.3,-65.939,-80.643,-77.552,-83.733
257.75,-93.832,-64.212,-80.261,-77.169,-83.352
257.875,-93.49,-64.831,-79.767,-76.673,-82.861
258,-94.055,-64.944,-79.127,-76.035,-82.218
258.125,-93.245,-63.987,-78.374,-75.281,-81.467
258.25,-92.938,-63.97,-77.447,-74.354,-80.541
258.375,-92.399,-63.36,-76.31,-73.217,-79.403
258.5,-90.864,-63.475,-75.282,-72.192,-78.372
258.625,-89.923,-63.635,-74.718,-71.633,-77.802
258.75,-89.534,-63.023,-74.51,-71.426,-77.594
258.875,-90.732,-62.445,-74.401,-71.315,-77.487
259,-90.845,-63.414,-74.453,-71.371,-77.536
259.125,-90.73,-63.505,-74.79,-71.708,-77.873
259.25,-92.066,-62.808,-75.157,-72.07,-78.244
259.375,-91.074,-61.149,-75.126,-72.038,-78.213
259.5,-90.804,-62.269,-74.671,-71.583,-77.759
259.625,-90.302,-60.978,-74.25,-71.162,-77.338
259.75,-89.797,-61.53,-74.318,-71.235,-77.401
259.875,-89.387,-62.447,-74.904,-71.825,-77.984
260,-90.016,-62.432,-75.65,-72.572,-78.729
260.125,-90.081,-62.14,-76.21,-73.131,-79.289
260.25,-89.04,-61.181,-76.454,-73.373,-79.535
260.375,-89.134,-61.905,-76.373,-73.292,-79.455
260.5,-89.804,-63.202,-76.196,-73.116,-79.277
260.625,-90.482,-64.2,-76.341,-73.265,-79.416
260.75,-89.817,-63.796,-76.894,-73.821,-79.967
260.875,-90.697,-64.168,-77.534,-74.461,-80.607
261,-90.513,-65.236,-78.042,-74.972,-81.113
261.125,-90.909,-65.196,-78.487,-75.417,-81.557
261.25,-91.761,-65.256,-78.976,-75.902,-82.05
261.375,-92.305,-66.342,-79.411,-76.337,-82.485
261.5,-92.691,-67.094,-79.572,-76.502,-82.643
261.625,-92.592,-66.408,-79.484,-76.41,-82.557
261.75,-92.924,-67.24,-79.495,-76.422,-82.568
261.875,-93.125,-67.745,-79.855,-76.782,-82.929
262,-94.476,-68.466,-80.386,-77.311,-83.462
262.125,-95.424,-67.965,-80.748,-77.672,-83.824
262.25,-95.857,-69.162,-80.863,-77.787,-83.94
262.375,-94.618,-68.639,-80.888,-77.812,-83.964
262.5,-94.974,-69,-80.954,-77.88,-84.028
262.625,-94.032,-69.754,-81.085,-78.013,-84.157
262.75,-93.999,-69.738,-81.224,-78.153,-84.295
262.875,-95.357,-69.004,-81.325,-78.252,-84.398
263,-96.922,-69.951,-81.4,-78.325,-84.474
263.125,-97.143,-70.37,-81.438,-78.362,-84.515
263.25,-97.928,-70.579,-81.388,-78.309,-84.467
263.375,-98.539,-71.029,-81.279,-78.199,-84.358
263.5,-98.473,-70.942,-81.228,-78.147,-84.31
263.625,-99.273,-71.196,-81.268,-78.183,-84.353
263.75,-98.765,-71.216,-81.349,-78.265,-84.433
263.875,-99.444,-71.742,-81.479,-78.397,-84.561
264,-99.109,-71.863,-81.705,-78.626,-84.785
264.125,-99.27,-71.939,-82.004,-78.924,-85.084
264.25,-100.788,-72.754,-82.299,-79.214,-85.383
264.375,-101.096,-72.546,-82.548,-79.458,-85.638
264.5,-101.653,-72.551,-82.746,-79.65,-85.843
264.625,-103.618,-72.673,-82.921,-79.819,-86.022
264.75,-103.71,-71.93,-83.123,-80.017,-86.229
264.875,-103.309,-72.013,-83.399,-80.294,-86.505
265,-103.867,-71.709,-83.826,-80.717,-86.936
265.125,-104.087,-71.628,-84.523,-81.412,-87.633
265.25,-104.758,-72.381,-85.491,-82.38,-88.602
265.375,-105.462,-72.428,-86.455,-83.345,-89.566
265.5,-105.308,-73.012,-87.052,-83.944,-90.16
265.625,-104.028,-74.545,-87.234,-84.129,-90.339
265.75,-103.87,-74.695,-87.365,-84.262,-90.468
265.875,-104.431,-74.02,-88.05,-84.945,-91.156
266,-105.781,-73.919,-89.628,-86.519,-92.737
266.125,-105.643,-73.634,-91.411,-88.303,-94.519
266.25,-106.089,-74.316,-92.153,-89.043,-95.263
266.375,-106.928,-74.493,-91.725,-88.614,-94.835
266.5,-106.413,-74.521,-91.279,-88.17,-94.388
266.625,-106.083,-75.671,-91.663,-88.555,-94.77
266.75,-106.208,-75.234,-92.674,-89.57,-95.778
266.875,-106.83,-74.983,-93.685,-90.582,-96.788
267,-107.257,-74.887,-94.346,-91.241,-97.452
267.125,-108.256,-76.972,-94.755,-91.651,-97.859
267.25,-108.777,-78.149,-95.145,-92.044,-98.245
267.375,-108.347,-76.106,-95.595,-92.498,-98.693
267.5,-107.273,-78.37,-96.077,-92.985,-99.169
267.625,-107.601,-79.498,-96.541,-93.454,-99.627
267.75,-108.127,-78.779,-96.932,-93.847,-100.018
267.875,-108.363,-79.037,-97.218,-94.135,-100.301
268,-108.611,-79.872,-97.449,-94.367,-100.531
268.125,-108.848,-80.231,-97.735,-94.651,-100.818
268.25,-108.985,-80.552,-98.126,-95.043,-101.209
268.375,-110.274,-82.353,-98.589,-95.508,-101.671
268.5,-109.021,-82.785,-99.068,-95.988,-102.148
268.625,-109.164,-82.815,-99.497,-96.418,-102.576
268.75,-109.983,-83.643,-99.773,-96.697,-102.849
268.875,-109.453,-83.448,-99.809,-96.732,-102.885
269,-109.271,-83.273,-99.657,-96.584,-102.729
269.125,-109.016,-82.642,-99.488,-96.415,-102.561
269.25,-109.822,-84.244,-99.423,-96.348,-102.497
269.375,-110.486,-83.816,-99.447,-96.373,-102.521
269.5,-110.217,-84.677,-99.404,-96.333,-102.476
269.625,-110.512,-85.266,-99.128,-96.057,-102.2
269.75,-110.573,-85.605,-98.785,-95.713,-101.857
269.875,-110.181,-86.543,-98.798,-95.73,-101.867
270,-110.091,-86.768,-99.277,-96.209,-102.345
270.125,-110.381,-86.446,-99.941,-96.873,-103.009
270.25,-110.991,-87.211,-100.532,-97.465,-103.599
270.375,-111.725,-87.625,-100.914,-97.846,-103.982
270.5,-111.443,-87.634,-101.021,-97.952,-104.09
270.625,-110.59,-87.21,-101.009,-97.941,-104.076
270.75,-110.969,-87.448,-101.156,-98.089,-104.223
270.875,-111.371,-87.331,-101.515,-98.45,-104.58
271,-111.732,-88.845,-101.898,-98.838,-104.958
271.125,-111.95,-89.686,-102.133,-99.073,-105.193
271.25,-112.573,-89.539,-102.172,-99.108,-105.236
271.375,-111.911,-89.281,-102.068,-99.005,-105.131
271.5,-111.961,-89.641,-101.912,-98.848,-104.977
271.625,-111.711,-89.796,-101.754,-98.689,-104.818
271.75,-112.331,-89.444,-101.591,-98.529,-104.654
271.875,-112.945,-88.494,-101.458,-98.394,-104.522
272,-113.557,-88.922,-101.412,-98.345,-104.479
272.125,-114.049,-88.647,-101.492,-98.422,-104.562
272.25,-112.77,-88.691,-101.7,-98.633,-104.767
272.375,-112.403,-89.408,-101.968,-98.902,-105.033
272.5,-112.599,-89.512,-102.181,-99.117,-105.246
272.625,-112.929,-89.569,-102.282,-99.218,-105.346
272.75,-113.103,-88.97,-102.282,-99.218,-105.345
272.875,-112.718,-89.663,-102.175,-99.11,-105.24
273,-113.029,-89.314,-101.94,-98.875,-105.005
273.125,-112.853,-89.104,-101.624,-98.557,-104.692
273.25,-113.339,-88.344,-101.37,-98.3,-104.439
273.375,-112.692,-88.099,-101.271,-98.201,-104.342
273.5,-112.831,-88.087,-101.209,-98.14,-104.279
273.625,-112.65,-88.578,-100.959,-97.891,-104.028
273.75,-112.97,-89.996,-100.523,-97.459,-103.588
273.875,-113.28,-89.652,-100.135,-97.066,-103.203
274,-113.517,-89.292,-99.954,-96.885,-103.023
274.125,-113.431,-88.958,-99.964,-96.896,-103.032
274.25,-112.936,-88.148,-100.078,-97.011,-103.145
274.375,-112.285,-88.703,-100.183,-97.117,-103.249
274.5,-112.277,-88.373,-100.19,-97.123,-103.257
274.625,-111.987,-88.459,-100.118,-97.051,-103.185
274.75,-111.499,-87.97,-100.091,-97.026,-103.156
274.875,-111.68,-86.193,-100.191,-97.125,-103.258
275,-111.658,-85.864,-100.322,-97.255,-103.388
275.125,-110.551,-85.931,-100.302,-97.236,-103.369
275.25,-110.654,-86.292,-100.078,-97.01,-103.145
275.375,-110.243,-85.23,-99.711,-96.642,-102.78
275.5,-109.853,-86.012,-99.268,-96.199,-102.337
275.625,-109.504,-84.902,-98.864,-95.794,-101.935
275.75,-108.656,-84.071,-98.663,-95.593,-101.734
275.875,-110.165,-84.133,-98.697,-95.624,-101.77
276,-109.516,-83.482,-98.776,-95.702,-101.849
276.125,-108.834,-83.03,-98.632,-95.56,-101.703
276.25,-108.541,-82.039,-98.182,-95.108,-101.256
276.375,-108.622,-81.189,-97.627,-94.552,-100.701
276.5,-108.536,-80.217,-97.249,-94.171,-100.328
276.625,-108.493,-79.297,-97.125,-94.044,-100.206
276.75,-108.119,-81.466,-97.064,-93.982,-100.146
276.875,-108.126,-81.182,-96.824,-93.738,-99.91
277,-107.134,-79.552,-96.262,-93.179,-99.344
277.125,-106.909,-79.262,-95.306,-92.221,-98.391
277.25,-106.733,-79.867,-94.045,-90.962,-97.129
277.375,-106.39,-78.87,-92.85,-89.767,-95.933
277.5,-106.05,-77.986,-92.095,-89.011,-95.18
277.625,-106.414,-78.267,-91.783,-88.701,-94.865
277.75,-106.762,-77.177,-91.689,-88.601,-94.777
277.875,-105.756,-77.863,-91.69,-88.603,-94.777
278,-104.993,-76.325,-91.715,-88.622,-94.809
278.125,-104.615,-75.708,-91.611,-88.517,-94.705
278.25,-104.209,-74.535,-91.17,-88.074,-94.266
278.375,-104.678,-75.119,-90.31,-87.214,-93.406
278.5,-102.764,-74.675,-89.272,-86.179,-92.365
278.625,-102.899,-74.24,-88.432,-85.339,-91.524
278.75,-102.843,-72.598,-87.943,-84.851,-91.036
278.875,-103.248,-72.674,-87.658,-84.563,-90.754
279,-103.768,-72.006,-87.265,-84.172,-90.358
279.125,-102.259,-72.19,-86.636,-83.544,-89.727
279.25,-99.946,-72.805,-85.987,-82.903,-89.072
279.375,-100.174,-72.376,-85.561,-82.479,-88.644
279.5,-99.496,-71.312,-85.356,-82.273,-88.44
279.625,-99.821,-71.587,-85.227,-82.143,-88.311
279.75,-99.442,-69.811,-85.076,-81.99,-88.162
279.875,-98.355,-69.227,-84.904,-81.818,-87.99
280,-98.45,-68.756,-84.701,-81.611,-87.79
280.125,-97.5,-67.644,-84.381,-81.292,-87.47
280.25,-98.787,-68.318,-83.855,-80.767,-86.943
280.375,-97.523,-69.458,-83.108,-80.025,-86.192
280.5,-98.13,-68.672,-82.268,-79.181,-85.356
280.625,-97.439,-66.298,-81.574,-78.48,-84.668
280.75,-96.685,-65.618,-81.126,-78.036,-84.217
280.875,-95.27,-66.454,-80.753,-77.669,-83.837
281,-95.106,-65.864,-80.272,-77.188,-83.356
281.125,-94.529,-64.582,-79.728,-76.643,-82.813
281.25,-94.175,-64.069,-79.271,-76.185,-82.358
281.375,-93.366,-63.388,-78.979,-75.892,-82.066
281.5,-93.788,-62.575,-78.84,-75.751,-81.93
281.625,-92.94,-60.985,-78.851,-75.761,-81.941
281.75,-91.52,-62.264,-79.027,-75.935,-82.119
281.875,-91.47,-61.509,-79.254,-76.153,-82.354
282,-91.045,-61.916,-79.296,-76.2,-82.392
282.125,-90.847,-59.865,-78.989,-75.89,-82.088
282.25,-90.754,-58.691,-78.273,-75.17,-81.376
282.375,-90.389,-58.057,-77.264,-74.154,-80.374
282.5,-88.608,-57.345,-76.269,-73.158,-79.379
282.625,-90.053,-57.329,-75.471,-72.356,-78.586
282.75,-91.06,-56.303,-74.876,-71.753,-77.998
282.875,-89.271,-55.534,-74.511,-71.385,-77.637
283,-89.332,-52.448,-74.258,-71.124,-77.391
283.125,-88.783,-52.629,-73.719,-70.585,-76.853
283.25,-88.538,-51.813,-72.619,-69.482,-75.755
283.375,-87.723,-51.28,-71.177,-68.041,-74.313
283.5,-86.598,-47.506,-69.883,-66.744,-73.022
283.625,-86.955,-47.52,-69.015,-65.871,-72.159
283.75,-86.004,-49.391,-68.456,-65.319,-71.594
283.875,-85.221,-48.613,-67.873,-64.735,-71.011
284,-86.539,-48.397,-67.086,-63.947,-70.225
284.125,-87.202,-48.002,-66.185,-63.041,-69.33
284.25,-84.615,-46.223,-65.299,-62.154,-68.444
284.375,-85.516,-45.073,-64.477,-61.322,-67.632
284.5,-84.671,-45.51,-63.735,-60.585,-66.884
284.625,-84.388,-44.521,-62.969,-59.825,-66.113
284.75,-83.734,-44.392,-61.977,-58.829,-65.124
284.875,-83.24,-44.574,-60.673,-57.523,-63.823
285,-82.158,-43.719,-59.185,-56.044,-62.326
285.125,-79.974,-42.863,-57.861,-54.724,-60.999
285.25,-80.801,-41.372,-57.177,-54.031,-60.323
285.375,-79.932,-40.722,-57.224,-54.081,-60.366
285.5,-77.778,-41.58,-57.406,-54.27,-60.542
285.625,-76.456,-41.352,-57.039,-53.914,-60.164
285.75,-75.235,-39.708,-56.303,-53.179,-59.428
285.875,-77.193,-39.072,-55.939,-52.81,-59.068
286,-75.743,-37.339,-56.025,-52.889,-59.16
286.125,-75.185,-36.984,-55.94,-52.808,-59.072
286.25,-74.88,-37.206,-55.201,-52.072,-58.33
286.375,-70.231,-35.707,-53.859,-50.735,-56.983
286.5,-70.534,-35.673,-52.477,-49.356,-55.598
286.625,-70.579,-35.344,-51.593,-48.478,-54.708
286.75,-69.718,-35.197,-51.078,-47.958,-54.199
286.875,-69.706,-34.721,-50.46,-47.341,-53.579
287,-69.905,-34.114,-49.609,-46.487,-52.73
287.125,-67.484,-34.345,-48.789,-45.676,-51.901
287.25,-65.992,-33.257,-48.278,-45.17,-51.386
287.375,-65.765,-32.618,-48.051,-44.941,-51.161
287.5,-63.618,-32.161,-47.795,-44.689,-50.901
287.625,-64.8,-30.947,-47.266,-44.154,-50.378
287.75,-64.685,-32.02,-46.607,-43.494,-49.719
287.875,-63.217,-30.482,-46.119,-43.011,-49.226
288,-62.826,-30.663,-45.839,-42.732,-48.946
288.125,-63.574,-32.348,-45.648,-42.543,-48.754
288.25,-63.1,-32.011,-45.467,-42.363,-48.57
288.375,-62.747,-32.259,-45.116,-42.014,-48.217
288.5,-62.947,-31.385,-44.54,-41.432,-47.648
288.625,-62.375,-28.562,-44.047,-40.933,-47.161
288.75,-61.487,-27.675,-43.825,-40.712,-46.939
288.875,-61.156,-29.97,-43.578,-40.473,-46.683
289,-62.421,-25.052,-42.995,-39.882,-46.107
289.125,-63.437,-25.786,-42.273,-39.149,-45.397
289.25,-60.743,-23.075,-41.8,-38.677,-44.923
289.375,-61.44,-24.406,-41.493,-38.371,-44.616
289.5,-59.944,-24.204,-40.938,-37.822,-44.054
289.625,-58.321,-24.388,-40.089,-36.98,-43.198
289.75,-60.239,-22.997,-39.376,-36.255,-42.497
289.875,-62.574,-23.107,-39.122,-35.99,-42.254
290,-59.389,-20.727,-39.226,-36.098,-42.354
290.125,-58.573,-21.233,-39.491,-36.363,-42.618
290.25,-58.994,-19.635,-39.878,-36.746,-43.011
290.375,-59.975,-18.682,-40.267,-37.122,-43.413
290.5,-64.19,-20.612,-40.276,-37.134,-43.419
290.625,-61.469,-21.607,-39.681,-36.536,-42.827
290.75,-63.496,-22.724,-38.873,-35.722,-42.023
290.875,-60.77,-18.234,-38.5,-35.346,-41.654
291,-60.983,-20.367,-38.718,-35.571,-41.865
291.125,-63.896,-19.857,-39.042,-35.887,-42.197
291.25,-63.306,-17.926,-38.919,-35.743,-42.096
291.375,-63.609,-17.598,-38.266,-35.089,-41.444
291.5,-64.184,-18.55,-37.408,-34.225,-40.59
291.625,-69.528,-20.753,-36.778,-33.58,-39.977
291.75,-69.784,-18.51,-36.727,-33.521,-39.933
291.875,-68.873,-19.59,-37.217,-34.011,-40.422
292,-66.56,-18.458,-37.834,-34.633,-41.034
292.125,-68.375,-18.745,-38.299,-35.085,-41.514
292.25,-70.164,-18.283,-38.589,-35.368,-41.811
292.375,-68.256,-16.546,-38.606,-35.392,-41.821
292.5,-70.242,-18.878,-38.364,-35.134,-41.594
292.625,-71.94,-19.977,-38.195,-34.964,-41.426
292.75,-73.055,-21.015,-38.302,-35.053,-41.55
292.875,-72.629,-19.787,-38.551,-35.293,-41.809
293,-73.002,-18.423,-38.908,-35.636,-42.179
293.125,-71.736,-21.189,-39.561,-36.318,-42.803
293.25,-73.9,-22.316,-40.563,-37.323,-43.802
293.375,-74.158,-22.99,-41.954,-38.721,-45.187
293.5,-75.492,-23.312,-43.985,-40.741,-47.228
293.625,-74.898,-25.133,-46.501,-43.274,-49.727
293.75,-76.202,-23.843,-48.733,-45.481,-51.985
293.875,-77.775,-23.377,-50.22,-46.976,-53.463
294,-75.791,-22.507,-51.294,-48.042,-54.546
294.125,-75.376,-24.043,-52.304,-49.061,-55.546
294.25,-75.487,-23.653,-52.968,-49.735,-56.201
294.375,-72.796,-24.171,-53.039,-49.821,-56.256
294.5,-73.995,-23.693,-52.975,-49.744,-56.207
294.625,-74.073,-23.582,-53.371,-50.138,-56.604
294.75,-76.77,-27.046,-54.29,-51.063,-57.517
294.875,-76.728,-26.758,-55.429,-52.199,-58.658
295,-75.69,-27.749,-56.598,-53.377,-59.819
295.125,-76.37,-27.756,-57.859,-54.647,-61.07
295.25,-75.411,-30.347,-59.027,-55.845,-62.208
295.375,-76.429,-32.674,-59.581,-56.413,-62.75
295.5,-76.34,-32.851,-59.383,-56.23,-62.535
295.625,-76.022,-34.453,-58.877,-55.722,-62.031
295.75,-76.151,-35.881,-58.676,-55.527,-61.826
295.875,-76.459,-36.815,-59.196,-56.049,-62.344
296,-76.666,-33.499,-60.396,-57.23,-63.563
296.125,-78.539,-35.956,-61.725,-58.568,-64.881
296.25,-76.999,-37.888,-62.525,-59.385,-65.666
296.375,-76.759,-36.478,-62.718,-59.585,-65.85
296.5,-76.65,-37.072,-62.826,-59.696,-65.956
296.625,-75.927,-37.07,-63.216,-60.092,-66.341
296.75,-77.519,-40.293,-63.645,-60.527,-66.763
296.875,-76.871,-40.826,-63.7,-60.587,-66.814
297,-77.044,-42.512,-63.433,-60.325,-66.54
297.125,-77.208,-42.484,-63.267,-60.162,-66.371
297.25,-77.236,-44.359,-63.331,-60.234,-66.428
297.375,-77.084,-47.34,-63.278,-60.188,-66.369
297.5,-76.785,-49.15,-62.925,-59.844,-66.006
297.625,-77.63,-49.95,-62.626,-59.542,-65.71
297.75,-77.705,-51.91,-62.783,-59.704,-65.862
297.875,-78.549,-51.287,-63.363,-60.283,-66.442
298,-79.2,-51.451,-64.034,-60.955,-67.112
298.125,-77.592,-51.182,-64.51,-61.432,-67.587
298.25,-77.634,-51.041,-64.711,-61.637,-67.785
298.375,-76.956,-52.524,-64.709,-61.637,-67.78
298.5,-76.684,-52.06,-64.616,-61.546,-67.686
298.625,-77.658,-51.676,-64.557,-61.483,-67.631
298.75,-78.3,-52.087,-64.583,-61.502,-67.664
298.875,-79.458,-50.267,-64.61,-61.526,-67.693
299,-78.757,-51.783,-64.549,-61.469,-67.629
299.125,-78.67,-51.854,-64.448,-61.364,-67.531
299.25,-79.379,-51.726,-64.394,-61.308,-67.48
299.375,-79.893,-51.916,-64.397,-61.31,-67.484
299.5,-79.836,-52.124,-64.349,-61.263,-67.435
299.625,-80.303,-51.944,-64.062,-60.978,-67.146
299.75,-79.484,-51.106,-63.484,-60.397,-66.57
299.875,-79.213,-51.171,-62.824,-59.738,-65.911
300,-77.382,-50.677,-62.227,-59.146,-65.309
300.125,-77.473,-50.892,-61.484,-58.399,-64.569
300.25,-78.046,-50.391,-60.488,-57.402,-63.574
300.375,-78.49,-50.033,-59.681,-56.597,-62.764
300.5,-77.454,-50.171,-59.556,-56.472,-62.64
300.625,-76.176,-50.486,-60.032,-56.954,-63.11
300.75,-75.479,-50.212,-60.592,-57.513,-63.672
300.875,-75.396,-49.766,-60.795,-57.715,-63.875
301,-77.623,-49.75,-60.542,-57.455,-63.63
301.125,-75.786,-48.484,-60.046,-56.96,-63.133
301.25,-74.616,-47.511,-59.592,-56.509,-62.675
301.375,-75.025,-47.954,-59.27,-56.189,-62.35
301.5,-76.1,-48.411,-58.999,-55.919,-62.079
301.625,-74.254,-48.775,-58.778,-55.704,-61.853
301.75,-73.622,-48.253,-58.744,-55.67,-61.818
301.875,-74.404,-47.948,-58.955,-55.877,-62.033
302,-73.347,-47.713,-59.237,-56.162,-62.311
302.125,-74.805,-46.132,-59.353,-56.272,-62.435
302.25,-74.721,-46.141,-59.239,-56.159,-62.318
302.375,-72.633,-46.312,-58.945,-55.872,-62.017
302.5,-72.613,-44.495,-58.519,-55.448,-61.59
302.625,-72.281,-45.882,-58.011,-54.936,-61.087
302.75,-72.067,-44.632,-57.525,-54.443,-60.606
302.875,-72.035,-44.597,-57.2,-54.116,-60.283
303,-72.494,-44.381,-57.035,-53.956,-60.115
303.125,-72.608,-45.655,-56.786,-53.708,-59.865
303.25,-71.584,-45.501,-56.237,-53.159,-59.315
303.375,-70.211,-45.42,-55.523,-52.45,-58.596
303.5,-68.968,-43.952,-54.958,-51.882,-58.033
303.625,-69.044,-42.751,-54.581,-51.5,-57.661
303.75,-69.157,-42.907,-54.214,-51.132,-57.295
303.875,-70.643,-40.967,-53.846,-50.756,-56.936
304,-69.938,-41.592,-53.637,-50.549,-56.725
304.125,-68.678,-40.933,-53.647,-50.559,-56.734
304.25,-69.042,-41.034,-53.789,-50.702,-56.876
304.375,-67.931,-40.888,-53.979,-50.897,-57.06
304.5,-69.304,-40.656,-54.131,-51.047,-57.215
304.625,-68.639,-40.03,-54.076,-50.992,-57.161
304.75,-68.135,-39.903,-53.717,-50.634,-56.801
304.875,-67.823,-40.71,-53.169,-50.088,-56.251
305,-68.53,-40.796,-52.582,-49.5,-55.665
305.125,-67.339,-40.302,-51.991,-48.905,-55.077
305.25,-67.965,-40.33,-51.421,-48.335,-54.507
305.375,-67.281,-39.749,-51.009,-47.924,-54.095
305.5,-66.085,-39.015,-50.893,-47.808,-53.978
305.625,-66.671,-39.316,-51.012,-47.923,-54.1
305.75,-68.474,-38.635,-51.156,-48.068,-54.245
305.875,-68.413,-38.962,-51.182,-48.095,-54.27
306,-67.56,-39.967,-51.103,-48.018,-54.188
306.125,-66.225,-39.824,-51.021,-47.939,-54.104
306.25,-66.058,-39.551,-50.975,-47.893,-54.057
306.375,-65.756,-39.684,-50.894,-47.814,-53.975
306.5,-66.356,-39.153,-50.773,-47.691,-53.854
306.625,-65.052,-38.658,-50.694,-47.608,-53.779
306.75,-66.1,-38.886,-50.659,-47.571,-53.748
306.875,-66.512,-38.579,-50.633,-47.546,-53.721
307,-67.235,-38.454,-50.701,-47.612,-53.791
307.125,-67.476,-38.213,-50.942,-47.851,-54.032
307.25,-67.321,-39.213,-51.215,-48.127,-54.303
307.375,-67.237,-38.871,-51.318,-48.231,-54.404
307.5,-66.764,-38.184,-51.268,-48.185,-54.352
307.625,-65.68,-38.48,-51.256,-48.174,-54.337
307.75,-66.367,-38.893,-51.412,-48.329,-54.495
307.875,-65.491,-38.788,-51.8,-48.717,-54.883
308,-64.09,-37.811,-52.354,-49.27,-55.438
308.125,-65.14,-38.431,-52.673,-49.593,-55.754
308.25,-66.901,-39.07,-52.367,-49.284,-55.45
308.375,-64.884,-38.661,-51.712,-48.63,-54.793
308.5,-65.043,-37.858,-51.342,-48.262,-54.423
308.625,-65.311,-37.037,-51.311,-48.222,-54.4
308.75,-65.149,-36.999,-51.112,-48.026,-54.198
308.875,-65.343,-37.239,-50.507,-47.424,-53.589
309,-64.408,-37.647,-49.791,-46.712,-52.87
309.125,-64.58,-37.401,-49.339,-46.259,-52.419
309.25,-64.911,-35.331,-49.182,-46.096,-52.269
309.375,-64.371,-36.946,-49.109,-46.025,-52.193
309.5,-64.805,-36.944,-49.073,-45.987,-52.16
309.625,-64.758,-35.955,-49.154,-46.07,-52.239
309.75,-63.276,-36.199,-49.149,-46.065,-52.232
309.875,-63.277,-35.766,-48.716,-45.634,-51.797
310,-63.824,-35.637,-47.883,-44.799,-50.967
310.125,-63.34,-36.081,-47.083,-44.001,-50.165
310.25,-62.722,-35.473,-46.667,-43.588,-49.745
310.375,-61.051,-35.287,-46.564,-43.488,-49.641
310.5,-62.765,-34.881,-46.603,-43.525,-49.681
310.625,-60.65,-35.47,-46.819,-43.743,-49.895
310.75,-60.923,-34.719,-47.145,-44.065,-50.225
310.875,-60.751,-35.243,-47.254,-44.178,-50.33
311,-60.201,-34.591,-46.95,-43.873,-50.026
311.125,-59.121,-33.163,-46.286,-43.209,-49.363
311.25,-59.562,-32.515,-45.363,-42.284,-48.441
311.375,-59.245,-31.121,-44.352,-41.271,-47.432
311.5,-59.511,-32.074,-43.508,-40.431,-46.586
311.625,-57.479,-31.825,-42.954,-39.88,-46.027
311.75,-58.267,-31.23,-42.592,-39.514,-45.669
311.875,-57.008,-31.586,-42.259,-39.184,-45.334
